050313	Agua Fría	0503	Santa Fe	05	Darién	Provincia	8.83490	-78.19908	3160
050314	Cucunatí	0503	Santa Fe	05	Darién	Provincia	8.55787	-78.24698	1190
050315	Río Congo Arriba	0503	Santa Fe	05	Darién	Provincia	8.75018	-78.39145	2102
050316	Santa Fe	0503	Santa Fe	05	Darién	Provincia	8.70559	-78.17277	5747
050317	Zapallal	0503	Santa Fe	05	Darién	Provincia	8.62585	-78.10488	4115
060101	Chitré	0601	Chitré	06	Herrera	Provincia	7.95181	-80.43929	9022
060102	La Arena	0601	Chitré	06	Herrera	Provincia	7.96294	-80.48115	8780
060103	Monagrillo	0601	Chitré	06	Herrera	Provincia	7.99826	-80.44889	19419
060104	Llano Bonito	0601	Chitré	06	Herrera	Provincia	7.98988	-80.41249	10938
060105	San Juan Bautista	0601	Chitré	06	Herrera	Provincia	7.96746	-80.41291	12798
060201	Las Minas	0602	Las Minas	06	Herrera	Provincia	7.79215	-80.73226	1988
060202	Chepo	0602	Las Minas	06	Herrera	Provincia	7.66721	-80.81866	1289
060203	Chumical	0602	Las Minas	06	Herrera	Provincia	7.83632	-80.73791	673
060204	El Toro	0602	Las Minas	06	Herrera	Provincia	7.75374	-80.88792	619
060205	Leones	0602	Las Minas	06	Herrera	Provincia	7.77890	-80.80561	640
060206	Quebrada del Rosario	0602	Las Minas	06	Herrera	Provincia	7.73278	-80.73229	682
060207	Quebrada El Ciprián	0602	Las Minas	06	Herrera	Provincia	7.68428	-80.75580	751
060301	Los Pozos	0603	Los Pozos	06	Herrera	Provincia	7.78649	-80.65987	2218
060302	El Capurí	0603	Los Pozos	06	Herrera	Provincia	7.72732	-80.64983	471
060303	El Calabacito	0603	Los Pozos	06	Herrera	Provincia	7.71288	-80.59595	568
060304	El Cedro	0603	Los Pozos	06	Herrera	Provincia	7.68577	-80.64912	423
060305	La Arena	0603	Los Pozos	06	Herrera	Provincia	7.74855	-80.59149	521
060306	La Pitaloza	0603	Los Pozos	06	Herrera	Provincia	7.60169	-80.70068	482
060307	Los Cerritos	0603	Los Pozos	06	Herrera	Provincia	7.79298	-80.61463	940
060308	Los Cerros de Paja	0603	Los Pozos	06	Herrera	Provincia	7.71097	-80.69228	771
060309	Las Llanas	0603	Los Pozos	06	Herrera	Provincia	7.63160	-80.73375	534
060401	Ocú	0604	Ocú	06	Herrera	Provincia	7.95363	-80.78357	7756
060402	Cerro Largo	0604	Ocú	06	Herrera	Provincia	7.83073	-80.81974	609
060403	Los Llanos	0604	Ocú	06	Herrera	Provincia	7.92659	-80.87187	2069
060404	Llano Grande	0604	Ocú	06	Herrera	Provincia	7.97869	-80.69826	1106
060405	Peña Chatas	0604	Ocú	06	Herrera	Provincia	8.03245	-80.79214	2033
060406	El Tijera	0604	Ocú	06	Herrera	Provincia	7.83695	-80.92508	440
060407	Menchaca	0604	Ocú	06	Herrera	Provincia	7.88658	-80.76668	1479
060408	Entradero del Castillo	0604	Ocú	06	Herrera	Provincia	7.84429	-80.86786	624
060501	Parita	0605	Parita	06	Herrera	Provincia	8.01973	-80.51054	4180
060502	Cabuya	0605	Parita	06	Herrera	Provincia	8.02738	-80.64956	1136
060503	Los Castillos	0605	Parita	06	Herrera	Provincia	7.98483	-80.61526	823
060504	Llano de La Cruz	0605	Parita	06	Herrera	Provincia	7.96342	-80.63442	359
060505	París	0605	Parita	06	Herrera	Provincia	8.07311	-80.55479	1176
060506	Portobelillo	0605	Parita	06	Herrera	Provincia	8.01027	-80.58417	961
060507	Potuga	0605	Parita	06	Herrera	Provincia	8.06948	-80.65615	1060
060601	Pesé	0606	Pesé	06	Herrera	Provincia	7.91531	-80.61355	2771
060602	Las Cabras	0606	Pesé	06	Herrera	Provincia	7.88174	-80.56700	2147
060603	El Pájaro	0606	Pesé	06	Herrera	Provincia	7.95171	-80.58145	827
060604	El Barrero	0606	Pesé	06	Herrera	Provincia	7.93205	-80.54553	2007
